69918248,Travessa Jaguari,,Isaura Parente,7735,1
69918250,Rua São Cristóvão,,Isaura Parente,7735,1
69918252,Travessa Tales,,Isaura Parente,7735,1
69918254,Rua Esperança,,Isaura Parente,7735,1
69918256,Rua Dom Pedro,,Isaura Parente,7735,1
69918258,Travessa Pilates,,Isaura Parente,7735,1
69918260,Rua Tapajós,- de 601/602 ao fim,Isaura Parente,7735,1
69918262,Rua Tapajós,- até 599/600,Isaura Parente,7735,1
69918264,Rua Edmundo Pinto,,Isaura Parente,7735,1
69918266,Rua Buenos Aires,,Isaura Parente,7735,1
69918268,Rua São Mateus,,Isaura Parente,7735,1
69918270,Rua Isaura Parente,- de 500 a 1924 - lado par,Isaura Parente,7735,1
69918272,Rua Alberto Torres,,Isaura Parente,7735,1
69918274,Rua São Marcos,,Isaura Parente,7735,1
69918276,Rua das Lanterneiras,,Isaura Parente,7735,1
69918278,Rua Lua Nova,,Isaura Parente,7735,1
69918280,Travessa Lua Nova,,Isaura Parente,7735,1
69918282,Rua Fernando Lira,,Isaura Parente,7735,1
69918284,Travessa Fernando Lira II,,Isaura Parente,7735,1
69918286,Travessa Fernando Lira,,Isaura Parente,7735,1
69918288,Rua Almirante Castro e Silva,,Isaura Parente,7735,1
69918290,Rua Plácido de Castro,,Isaura Parente,7735,1
69918292,Travessa Bom Destino I,,Isaura Parente,7735,1
69918294,Rua Canindé,,Isaura Parente,7735,1
69918296,Rua Santa Helena,,Isaura Parente,7735,1
69918298,Rua Almirante Barbosa,,Isaura Parente,7735,1
69918300,Rua Epitácio Pessoa,,Isaura Parente,7735,1
69918302,Rua Almirante Tamandaré,,Isaura Parente,7735,1
69918304,Travessa Bom Destino II,,Isaura Parente,7735,1
69918306,Rua Bom Destino,,Isaura Parente,7735,1
69918308,Avenida Antônio da Rocha Viana,- até 1843 - lado ímpar,Isaura Parente,7735,1
69918310,Rua São Sebastião,- até 499 - lado ímpar,Isaura Parente,7735,1
69918312,Travessa Canindé,,Isaura Parente,7735,1
69918314,Rua Daniel de Matos,,Isaura Parente,7735,1
69918316,Rua Thaumaturgo Filho,,Isaura Parente,7735,1
69918318,Rua das Flores,,Isaura Parente,7735,1
69918320,Rua Empresa,,Isaura Parente,7735,1
69918322,Travessa da Paz,,Isaura Parente,7735,1
69918324,Rua São Sebastião,- até 500 - lado par,Isaura Parente,7735,1
69918326,Travessa São Sebastião,,Isaura Parente,7735,1
69918340,Rua São Sebastião,- de 501/502 ao fim,Nova Estação,7735,1
69918342,Rua Nossa Senhora de Fátima,,Nova Estação,7735,1
69918344,Travessa Tefé,,Nova Estação,7735,1
69918346,Travessa Chalub Leite,,Nova Estação,7735,1
69918348,Rua Marivan de Oliveira,,Nova Estação,7735,1
69918350,Rua Londrina,,Nova Estação,7735,1
69918352,Rua da Paz,,Nova Estação,7735,1
69918354,Rua Belém,- até 411/412,Nova Estação,7735,1
69918356,Rua Macapá,,Nova Estação,7735,1
69918358,Rua Senador Kairala,- de 349/350 ao fim,Nova Estação,7735,1
69918360,Rua Formosa,- até 599/600,Nova Estação,7735,1
69918362,Rua São Luiz,,Nova Estação,7735,1
69918364,Rua Ouro Verde,,Nova Estação,7735,1
69918366,Travessa Altamira,,Nova Estação,7735,1
69918368,Rua Altamira 2,,Nova Estação,7735,1
69918370,Rua Altamira 1,,Nova Estação,7735,1
69918372,Rua Nilo,,Nova Estação,7735,1
69918374,Rua Corumbá,,Nova Estação,7735,1
69918376,Rua América,- de 349/350 ao fim,Nova Estação,7735,1
69918378,Rua Floresta,- até 552/553,Nova Estação,7735,1
69918380,Rua Rafael,,Nova Estação,7735,1
69918382,Travessa Gravataí,,Nova Estação,7735,1
69918384,Travessa Brasiléia,,Nova Estação,7735,1
69918386,Rua Libertação,,Nova Estação,7735,1
69918388,Rua Otávio Rola,- até 813/814,Nova Estação,7735,1
69918390,Rua Buriti,- até 199/200,Nova Estação,7735,1
69918392,Rua Novo Horizonte,- até 399/400,Nova Estação,7735,1
69918394,Rua Passarela,,Nova Estação,7735,1
69918396,Rua Palmares,- até 499/500,Nova Estação,7735,1
69918398,Travessa Rosas de Saron,,Nova Estação,7735,1
69918400,Rua Formosa,- de 601/602 ao fim,Nova Estação,7735,1
69918402,Rua Belém,- de 413/414 ao fim,Nova Estação,7735,1
69918404,Rua Valdomiro Lopes,- de 307 a 799 - lado ímpar,Nova Estação,7735,1
69918410,Rua Valdomiro Lopes,- até 1035 - lado ímpar,Conjunto Manoel Julião,7735,1
69918412,Rua Veterano R. Pinto,,Conjunto Manoel Julião,7735,1
69918414,Rua Aureliano Lopes,,Conjunto Manoel Julião,7735,1
69918416,Rua Raimundo Escócio de Farias,,Conjunto Manoel Julião,7735,1
69918418,Rua João Chalub,,Conjunto Manoel Julião,7735,1
69918420,Rua Vitória,,Conjunto Manoel Julião,7735,1
69918422,Rua Ferraz,,Conjunto Manoel Julião,7735,1
69918424,Rua Várzea Grande,,Conjunto Manoel Julião,7735,1
69918426,Rua das Flores,,Conjunto Manoel Julião,7735,1
69918428,Rua Marte,,Conjunto Manoel Julião,7735,1
