69911456,Rua Montevideu,,João Eduardo I,7735,1
69911458,Rua Ana Nery,,João Eduardo I,7735,1
69911460,Travessa Guanabara,,João Eduardo I,7735,1
69911462,Travessa Capixaba,,João Eduardo I,7735,1
69911464,Rua Novo Estado,,João Eduardo I,7735,1
69911466,Rua Francisco Xavier,,João Eduardo I,7735,1
69911468,Rua Campo Grande,- até 608/609,João Eduardo I,7735,1
69911470,Rua Campo Grande,- de 610/611 ao fim,João Eduardo I,7735,1
69911472,Rua São Raimundo,- de 288/289 ao fim,João Eduardo I,7735,1
69911480,Travessa Milton Lucena,,João Eduardo II,7735,1
69911482,Travessa Marinho Monte,,João Eduardo II,7735,1
69911484,Travessa Messias,,João Eduardo II,7735,1
69911486,Beco Zé Antônio,,João Eduardo II,7735,1
69911488,Beco João Eduardo,,João Eduardo II,7735,1
69911490,Rua Jerusalém,,João Eduardo II,7735,1
69911492,Travessa Dom Bosco,,João Eduardo II,7735,1
69911494,Travessa Santa Maria,,João Eduardo II,7735,1
69911496,Travessa Jacó,,João Eduardo II,7735,1
69911498,Rua Santa Luzia,,João Eduardo II,7735,1
69911500,Rua São Francisco,,João Eduardo II,7735,1
69911502,Rua São Sebastião,,João Eduardo II,7735,1
69911504,Rua São Raimundo,- até 286/287,João Eduardo II,7735,1
69911506,Travessa Apucarana,,João Eduardo II,7735,1
69911508,Travessa Flaviano,,João Eduardo II,7735,1
69911510,Rua Santa Terezinha,,João Eduardo II,7735,1
69911512,Travessa Santa Madalena,,João Eduardo II,7735,1
69911514,Travessa Mauá,,João Eduardo II,7735,1
69911516,Rua Mauá,,João Eduardo II,7735,1
69911518,Rua Álvaro Cézar,,João Eduardo II,7735,1
69911520,Travessa João Edimar,,João Eduardo II,7735,1
69911522,Travessa Raimundo Melo,,João Eduardo II,7735,1
69911524,Travessa Carlos Santos,,João Eduardo II,7735,1
69911526,Travessa Maria Amélia,,João Eduardo II,7735,1
69911528,Travessa Itamarati,,João Eduardo II,7735,1
69911530,Travessa Alencar,,João Eduardo II,7735,1
69911532,Travessa Santa Cruz,,João Eduardo II,7735,1
69911534,Travessa Vera Cruz,,João Eduardo II,7735,1
69911536,Rua Hosana Carneiro,,João Eduardo II,7735,1
69911538,Travessa Hosana Carneiro,,João Eduardo II,7735,1
69911540,Rua Habitar Brasil,,João Eduardo II,7735,1
69911542,Rua São Salvador,- de 275/276 ao fim,João Eduardo II,7735,1
69911544,Travessa C,,João Eduardo II,7735,1
69911560,Travessa São Salvador,,Bahia Velha,7735,1
69911562,Travessa São Marcos,,Bahia Velha,7735,1
69911564,Rua Mendes Sá,- de 221/222 ao fim,Bahia Velha,7735,1
69911566,Travessa Marília,,Bahia Velha,7735,1
69911568,Travessa Canadá,,Bahia Velha,7735,1
69911570,Travessa Dom Pedro,,Bahia Velha,7735,1
69911572,Travessa Hélio Melo,,Bahia Velha,7735,1
