cep,estado,cidade,ddd,logradouro
23040400,RJ,Rio de Janeiro,21,Rua Olavo Gama
23040400,RJ,Rio de Janeiro,21,Rua Olavo Gama
23040400,RJ,Rio de Janeiro,21,Rua Olavo Gama
35720000,MG,Matozinhos,31,NE
69084210,AM,Manaus,92,Rua Mar de Flores
69084210,AM,Manaus,92,Rua Mar de Flores
89460830.0,NE,NE,NE,NE
81490281,PR,Curitiba,41,Rua Maria da Conceição Veiga
17505617,SP,Marília,14,Rua Nelson Rossato
23575000,RJ,Rio de Janeiro,21,Avenida Padre Guilherme Decaminada
6340010.0,NE,NE,NE,NE
6056010.0,NE,NE,NE,NE
66615550,PA,Belém,91,Passagem São Jorge
69088231,AM,Manaus,92,Rua Baviera
66113055,PA,Belém,91,Travessa Magno de Araújo
64025100,PI,Teresina,86,Quadra Parque Piauí
69098154,AM,Manaus,92,Rua Joviânia
49300000,SE,Tobias Barreto,79,NE
72005660,DF,Brasília,61,Rua Rua 3 Chácara 44
13183599,SP,Hortolândia,19,Rua José Augusto de Araújo
23032570,RJ,Rio de Janeiro,21,Rua Professor Charley Lachmund
4805000.0,NE,NE,NE,NE
23032570,RJ,Rio de Janeiro,21,Rua Professor Charley Lachmund
4805000.0,NE,NE,NE,NE
4805000.0,NE,NE,NE,NE
46330000,BA,Licínio de Almeida,,NE
46330000,BA,Licínio de Almeida,,NE
65110000,MA,São José de Ribamar,98,NE
6390079.0,NE,NE,NE,NE
14580000,SP,Guará,16,NE
14580000,SP,Guará,16,NE
40285500,BA,Salvador,71,Rua Amado Coutinho
40800210,BA,Salvador,71,Rua Alto das Pontes
65913520,MA,Imperatriz,99,Avenida Pedro Neiva de Santana
46805000,BA,Macajuba,,NE
55940000,PE,Condado,81,NE
52071310,PE,Recife,81,Rua Dom Malan
87116022,PR,Sarandi,44,Rua Carlos Mugica
37270000,MG,Campo Belo,35,NE
71930000,DF,Brasília,61,Avenida Parque Águas Claras
79490000,MS,São Gabriel do Oeste,67,NE
58800130,PB,Sousa,83,Rua Odon Bezerra
62700000,CE,Canindé,85,NE
78149628,MT,Várzea Grande,65,Rua Rio Guaporé
16902090,SP,Andradina,18,Rua Henrique Mourão
18111130,SP,Votorantim,15,Rua José Carlos de Campos
78149628,MT,Várzea Grande,65,Rua Rio Guaporé
16902090,SP,Andradina,18,Rua Henrique Mourão
60762072,CE,Fortaleza,85,Travessa Gonzaguinha
14071330,SP,Ribeirão Preto,16,Rua Nicola Scavacini
60762072,CE,Fortaleza,85,Travessa Gonzaguinha
14071330,SP,Ribeirão Preto,16,Rua Nicola Scavacini
14071330,SP,Ribeirão Preto,16,Rua Nicola Scavacini
14071330,SP,Ribeirão Preto,16,Rua Nicola Scavacini
14071330,SP,Ribeirão Preto,16,Rua Nicola Scavacini
75392776,GO,Trindade,,Rua 12
78390000,MT,Barra do Bugres,,NE
78390000,MT,Barra do Bugres,,NE
97060030,RS,Santa Maria,55,Rua Acadêmico Rigoberto Duarte
62040800,CE,Sobral,88,Avenida Otto de Alencar Silva
12970000,SP,Piracaia,11,NE
68790000,PA,Santa Isabel do Pará,91,NE
21310200,RJ,Rio de Janeiro,21,Rua Capitão Couto Menezes
21310200,RJ,Rio de Janeiro,21,Rua Capitão Couto Menezes
15054010,SP,São José do Rio Preto,17,Rua Egildo Vescio
66113055,PA,Belém,91,Travessa Magno de Araújo
70804150,DF,Brasília,61,Rua 5
34710270,MG,Sabará,31,Rua Amélia Procópio Correia
65760000,MA,Presidente Dutra,99,NE
5856050.0,NE,NE,NE,NE
41500520,BA,Salvador,71,Rua Edvaldo Gomes
41500520,BA,Salvador,71,Rua Edvaldo Gomes
41500520,BA,Salvador,71,Rua Edvaldo Gomes
21620550,RJ,Rio de Janeiro,21,Rua Samambaia
12051320,SP,Taubaté,12,Rua Yokichiro Shimada
21620550,RJ,Rio de Janeiro,21,Rua Samambaia
21620550,RJ,Rio de Janeiro,21,Rua Samambaia
34585010,MG,Sabará,31,Rua Guaxupé
79833260,MS,Dourados,67,Rua Álvaro Brandão
57070000,AL,Maceió,82,Avenida Doutor Alberto
44460000,BA,Itaparica,71,NE
40484550,BA,Salvador,71,Rua Adilson Leite
76630000,GO,Itaberaí,,NE
35162396,MG,Ipatinga,31,Rua Osvaldo Cruz
60862670,CE,Fortaleza,85,Rua Guilherme Assunção
55810000.0,NE,NE,NE,NE
60862670,CE,Fortaleza,85,Rua Guilherme Assunção
60862670,CE,Fortaleza,85,Rua Guilherme Assunção
55292420,PE,Garanhuns,87,Rua Capitão José Jardim
87114285,PR,Sarandi,44,Travessa Xavantes
87114285,PR,Sarandi,44,Travessa Xavantes
87114285,PR,Sarandi,44,Travessa Xavantes
18209140,SP,Itapetininga,15,Rua Coronel José Theotonio da Silva
18209140,SP,Itapetininga,15,Rua Coronel José Theotonio da Silva
75555000,GO,Vicentinópolis,,NE
84061100,PR,Ponta Grossa,42,Rua Palmeira
33025380,MG,Santa Luzia,31,Rua Rio Tapajós
27525141,RJ,Resende,24,Rua das Violetas
71065310,DF,Brasília,61,Quadra QI 31
1325000.0,NE,NE,NE,NE
58340000,PB,Sapé,83,NE
58340000,PB,Sapé,83,NE
49680000,SE,Nossa Senhora da Glória,79,NE
36016321,MG,Juiz de Fora,32,Avenida Presidente Itamar Franco
78093570,MT,Cuiabá,65,Rua Quatro
95670000,RS,Gramado,54,NE
26277500,RJ,Nova Iguaçu,21,Rua Elizabete Braga
95670000,RS,Gramado,54,NE
26277500,RJ,Nova Iguaçu,21,Rua Elizabete Braga
25220210,RJ,Duque de Caxias,21,Rua Ataulfo de Paiva
25212669,RJ,Duque de Caxias,21,Rua Dóris
30492030,MG,Belo Horizonte,31,Rua Walter Guimarães Figueiredo
19640000,SP,Iepê,,NE
30492030,MG,Belo Horizonte,31,Rua Walter Guimarães Figueiredo
19640000,SP,Iepê,,NE
26021200,RJ,Nova Iguaçu,21,Rua Jequitibá
58175000,PB,Cuité,83,NE
58175000,PB,Cuité,83,NE
25581295,RJ,São João de Meriti,21,Rua Rosa de Menezes
67200000,PA,Marituba,91,NE
8717730.0,NE,NE,NE,NE
5848150.0,NE,NE,NE,NE
69095000,AM,Manaus,92,Avenida Noel Nutels
5848150.0,NE,NE,NE,NE
5848150.0,NE,NE,NE,NE
13142260.0,NE,NE,NE,NE
28175000,RJ,Campos dos Goytacazes,22,NE
13142160,SP,Paulínia,19,Rua Diva Costa Ribeiro
7273210.0,NE,NE,NE,NE
72801560,GO,Luziânia,61,Rua João Gonçalves
50010090,PE,Recife,81,Rua Matias de Albuquerque
72801560,GO,Luziânia,61,Rua João Gonçalves
58401053,PB,Campina Grande,83,Rua Francisco Mendonça Oliveira
27275264,RJ,Volta Redonda,24,Avenida Retiro
27275264,RJ,Volta Redonda,24,Avenida Retiro
98545230.0,NE,NE,NE,NE
71691025,DF,Brasília,61,Rua 59
57265000,AL,Teotônio Vilela,82,NE
87140000,PR,Paiçandu,44,NE
49040696,SE,Aracaju,79,Avenida Etelvino Alves de Lima
74356565,GO,Goiânia,62,Avenida Real Conquista
28022280,RJ,Campos dos Goytacazes,22,Rua João Manoel de Abreu
25675016,RJ,Petrópolis,24,Rua Mosela
13068219,SP,Campinas,19,Avenida Papa João Paulo II
13068219,SP,Campinas,19,Avenida Papa João Paulo II
44088186,BA,Feira de Santana,75,Rua Cônego Cupertino de Lacerda
88750000,SC,Braço do Norte,48,NE
88750000,SC,Braço do Norte,48,NE
88750000,SC,Braço do Norte,48,NE
23530131,RJ,Rio de Janeiro,21,Rua Leila Guimarães
45848000,BA,Itabela,73,NE
50070200,PE,Recife,81,Rua do Paissandú
90250210,RS,Porto Alegre,51,Avenida Palmira Gobbi
6407080.0,NE,NE,NE,NE
69316536,RR,Boa Vista,95,Rua Nivaldo da Conceição Gutierrez
69316536,RR,Boa Vista,95,Rua Nivaldo da Conceição Gutierrez
21220460,RJ,Rio de Janeiro,21,Rua Muniz Acquarone
93222360,RS,Sapucaia do Sul,51,Rua Assis Brasil
93222360,RS,Sapucaia do Sul,51,Rua Assis Brasil
53270655,PE,Olinda,81,Rua Pedro Ivo
40023530.0,NE,NE,NE,NE
53270655,PE,Olinda,81,Rua Pedro Ivo
40023530.0,NE,NE,NE,NE
68721000,PA,Salinópolis,91,NE
9960550.0,NE,NE,NE,NE
9960550.0,NE,NE,NE,NE
37420000,MG,Cambuquira,35,NE
7074190.0,NE,NE,NE,NE
21042090,RJ,Rio de Janeiro,21,Rua Capivari
26021650,RJ,Nova Iguaçu,21,Rua Francisco Xavier
21042090,RJ,Rio de Janeiro,21,Rua Capivari
26021650,RJ,Nova Iguaçu,21,Rua Francisco Xavier
21042090,RJ,Rio de Janeiro,21,Rua Capivari
40310300,BA,Salvador,71,Rua Professor Soeiro
40310300,BA,Salvador,71,Rua Professor Soeiro
40313000,BA,Salvador,71,Avenida Professor Sá Nunes
88306785,SC,Itajaí,47,Rua Francisco Bernardes
69048068.0,NE,NE,NE,NE
24745290,RJ,São Gonçalo,21,Rua Ledo Ivo
63636363.0,NE,NE,NE,NE
75805080,GO,Jataí,64,Rua Miranda de Carvalho
55002500,PE,Caruaru,81,Praça José Martins
23060060,RJ,Rio de Janeiro,21,Rua Piraua
75805080,GO,Jataí,64,Rua Miranda de Carvalho
66060281,PA,Belém,91,Avenida Governador Magalhães Barata
75805080,GO,Jataí,64,Rua Miranda de Carvalho
69312160,RR,Boa Vista,95,Rua Dona Cota Vieira
23060060,RJ,Rio de Janeiro,21,Rua Piraua
23060060,RJ,Rio de Janeiro,21,Rua Piraua
69312160,RR,Boa Vista,95,Rua Dona Cota Vieira
64855000,PI,Antônio Almeida,,NE
14960150.0,NE,NE,NE,NE
63508825,CE,Iguatu,88,Rua Vereador Edite Carneiro Barreto
14960150.0,NE,NE,NE,NE
63508825,CE,Iguatu,88,Rua Vereador Edite Carneiro Barreto
87490000,PR,Nova Olímpia,,NE
14960150.0,NE,NE,NE,NE
66110126,PA,Belém,91,Quadra Vinte e Cinco
9784175.0,NE,NE,NE,NE
58063490,PB,João Pessoa,83,Rua Professora Maria das Dores Ferreira
98870000,RS,Giruá,,NE
43700000,BA,Simões Filho,71,NE
33200670,MG,Vespasiano,31,Rua Santana
24716041,RJ,São Gonçalo,21,Rua Expedicionário Moisés de Oliveira
57304500,AL,Arapiraca,82,Praça Rozendo Vieira Lima
85906680,PR,Toledo,45,Rua Pedro Álvares Cabral
4194285.0,NE,NE,NE,NE
62600000,CE,Itapajé,,NE
49037530,SE,Aracaju,79,Rua Professora Zely Guedes Ximenes
49037530,SE,Aracaju,79,Rua Professora Zely Guedes Ximenes
7179840.0,NE,NE,NE,NE
7179840.0,NE,NE,NE,NE
7179840.0,NE,NE,NE,NE
5104060.0,NE,NE,NE,NE
5104060.0,NE,NE,NE,NE
80035230,PR,Curitiba,41,Rua Coronel Amazonas Marcondes
68537000,PA,Canaã dos Carajás,94,NE
68537000,PA,Canaã dos Carajás,94,NE
18540000,SP,Porto Feliz,15,NE
18619028,SP,Botucatu,14,Rua Seis
18619028,SP,Botucatu,14,Rua Seis
33055200,MG,Santa Luzia,31,Rua Bela Vista
3976160.0,NE,NE,NE,NE
18619028,SP,Botucatu,14,Rua Seis
40255135,BA,Salvador,71,Avenida Vale do Matatu
78670000,MT,São Félix do Araguaia,,NE
78670000,MT,São Félix do Araguaia,,NE
13050473,SP,Campinas,19,Rua Miracatu
86455000,PR,Joaquim Távora,,NE
19063270,SP,Presidente Prudente,18,Rua Francisco Cotini
79075010,MS,Campo Grande,67,Rua Adelaide Maia Figueiredo
65066320,MA,São Luís,98,Rua General Artur Carvalho
79075010,MS,Campo Grande,67,Rua Adelaide Maia Figueiredo
26277600,RJ,Nova Iguaçu,21,Rua Laranjeiras
26277600,RJ,Nova Iguaçu,21,Rua Laranjeiras
40226530,BA,Salvador,71,Rua Chácara Santo Onofre
64280000,PI,Campo Maior,86,NE
16400655,SP,Lins,14,Rua Doutor Gastão Vidigal
16400655,SP,Lins,14,Rua Doutor Gastão Vidigal
42739125,BA,Lauro de Freitas,71,Rua Artur Barbosa
42739125,BA,Lauro de Freitas,71,Rua Artur Barbosa
25223780,RJ,Duque de Caxias,21,Rua Cubatão
88220000,SC,Itapema,,NE
66820084,PA,Belém,91,Quadra Dezoito
24890000,RJ,Tanguá,21,NE
18072837,SP,Sorocaba,15,Rua Abud Athie
18072837,SP,Sorocaba,15,Rua Abud Athie
60721380,CE,Fortaleza,85,Rua Monsenhor Leopoldo Feitosa
7161085.0,NE,NE,NE,NE
7161085.0,NE,NE,NE,NE
24412155,RJ,São Gonçalo,21,Travessa Rangel
68525000,PA,Bom Jesus do Tocantins,94,NE
66120700,PA,Belém,91,Passagem Grão Pará
66820145,PA,Belém,91,Passagem Jardim Novo
21360080,RJ,Rio de Janeiro,21,Rua Buriti
31930600,MG,Belo Horizonte,31,Rua Maria Angelina Miranda
58076659,PB,João Pessoa,83,Rua João de Farias Leal
21920040,RJ,Rio de Janeiro,21,Rua Professor Hilarião da Rocha
58076659,PB,João Pessoa,83,Rua João de Farias Leal
65900125,MA,Imperatriz,99,Rua Dom Pedro I
16310000,SP,Alto Alegre,,NE
69043760,AM,Manaus,92,Rua Valença
30550530,MG,Belo Horizonte,31,Rua José de Araújo Fernandes
79094340,MS,Campo Grande,67,Travessa Abssínia
30710540,MG,Belo Horizonte,31,Rua Passos
79094340,MS,Campo Grande,67,Travessa Abssínia
35179000,MG,Santana do Paraíso,33,NE
6823350.0,NE,NE,NE,NE
68626727,PA,Paragominas,91,Avenida Professor Manoel Pereira da Silva
85506320,PR,Pato Branco,46,Rua Possidio Salomoni
50810400,PE,Recife,81,2ª Travessa Desembargador Altino
73370073,DF,Brasília,61,Conjunto Residencial 73
73370073,DF,Brasília,61,Conjunto Residencial 73
8431410.0,NE,NE,NE,NE
65010020,MA,São Luís,98,Rua dos Afogados
8431410.0,NE,NE,NE,NE
8431410.0,NE,NE,NE,NE
57046135,AL,Maceió,82,Rua Emília Ricardo de Lima
57046135,AL,Maceió,82,Rua Emília Ricardo de Lima
71593240,DF,Brasília,61,Quadra 318
51593240.0,NE,NE,NE,NE
40385670,BA,Salvador,71,1ª Travessa Wilson Teixeira
51593240.0,NE,NE,NE,NE
51593240.0,NE,NE,NE,NE
21910390,RJ,Rio de Janeiro,21,Rua Juan Pablo Duarte
21091039.0,NE,NE,NE,NE
37470000,MG,São Lourenço,35,NE
57200000,AL,Penedo,82,NE
54260010,PE,Jaboatão dos Guararapes,81,Rua Thomaz Lima
40357030,BA,Salvador,71,Rua Doutor Pedro Araújo
21870312,RJ,Rio de Janeiro,21,Rua Marechal Marciano
35164135,MG,Ipatinga,31,Rua Amós
21870312,RJ,Rio de Janeiro,21,Rua Marechal Marciano
81670460,PR,Curitiba,41,Rua Evaristo da Veiga
11704840,SP,Praia Grande,13,Rua Osmar Antoniolli
6816310.0,NE,NE,NE,NE
6816310.0,NE,NE,NE,NE
89161000,SC,Rio do Sul,47,Estrada Blumenau
91010004,RS,Porto Alegre,51,Avenida Assis Brasil
91010004,RS,Porto Alegre,51,Avenida Assis Brasil
58083096,PB,João Pessoa,83,Rua dos Diamantes
45810000,BA,Porto Seguro,73,NE
8664105.0,NE,NE,NE,NE
6627300.0,NE,NE,NE,NE
95625000,RS,Imbé,51,NE
95625000,RS,Imbé,51,NE
95625000,RS,Imbé,51,NE
74470220,GO,Goiânia,62,Estrada 114
13348493,SP,Indaiatuba,19,Rua José da Silva Maciel
96200003,RS,Rio Grande,53,Rua Vinte e Quatro de Maio
96200003,RS,Rio Grande,53,Rua Vinte e Quatro de Maio
13348493,SP,Indaiatuba,19,Rua José da Silva Maciel
22251020,RJ,Rio de Janeiro,21,Rua Mundo Novo
41745902,BA,Salvador,71,Avenida Luís Viana Filho 6631
18937018,SP,Espírito Santo do Turvo,,Rua Waldemar Zanatta
77470000,TO,Formoso do Araguaia,,NE
13912682,SP,Jaguariúna,19,Rua Tassinari
64078700,PI,Teresina,86,Rua Polidoro Burlamaqui
23810600,RJ,Itaguaí,21,Rua Maria Cândida
65400000,MA,Codó,99,NE
65400000,MA,Codó,99,NE
16880000,SP,Valparaíso,18,NE
12227801,SP,São José dos Campos,12,Avenida Domingos Maldonado Campoy
31050530,MG,Belo Horizonte,31,Rua Coari
20960015,RJ,Rio de Janeiro,21,Rua Licínio Cardoso
21072350,RJ,Rio de Janeiro,21,Rua José Telino de Melo
60511735,CE,Fortaleza,85,Rua Júlio Brígido
4437000.0,NE,NE,NE,NE
4437000.0,NE,NE,NE,NE
37590000,MG,Jacutinga,35,NE
54340065,PE,Jaboatão dos Guararapes,81,Rua L
51340065,PE,Recife,81,Rua Alto Santa Tereza
59628770,RN,Mossoró,84,Rua Rafael Mossoroense Glória
59628770,RN,Mossoró,84,Rua Rafael Mossoroense Glória
57071012,AL,Maceió,82,Rua José Gonzaga de Almeida
49160000,SE,Nossa Senhora do Socorro,,NE
20770110,RJ,Rio de Janeiro,21,Rua Dona Teresa
20770110,RJ,Rio de Janeiro,21,Rua Dona Teresa
38790000,MG,São Gonçalo do Abaeté,38,NE
68515000,PA,Parauapebas,94,NE
11065100,SP,Santos,13,Rua Euclides da Cunha
21911190,RJ,Rio de Janeiro,21,Rua João Francisco Nóbrega
57074460.0,NE,NE,NE,NE
13844355,SP,Mogi Guaçu,19,Rua Eduardo Barizon
21911190,RJ,Rio de Janeiro,21,Rua João Francisco Nóbrega
68515000,PA,Parauapebas,94,NE
68515000,PA,Parauapebas,94,NE
68515000,PA,Parauapebas,94,NE
49055330,SE,Aracaju,79,Rua Itaporanga
2995150.0,NE,NE,NE,NE
58595000,PB,Caraúbas,,NE
11535010,SP,Cubatão,13,Rua José de Castro
70017102.0,NE,NE,NE,NE
64059030,PI,Teresina,86,Rua Martinópolis
64014080,PI,Teresina,86,Rua Escrava Esperança Garcia
64059030,PI,Teresina,86,Rua Martinópolis
64059060,PI,Teresina,86,Rua Garça
26540150,RJ,Nilópolis,21,Rua Olga Hermont
79130000,MS,Rio Brilhante,,NE
79130000,MS,Rio Brilhante,,NE
79130000,MS,Rio Brilhante,,NE
60110515,CE,Fortaleza,85,Rua Nogueira Acioli
79130000,MS,Rio Brilhante,,NE
88311390,SC,Itajaí,47,Rua Emília Máxima dos Santos
88311390,SC,Itajaí,47,Rua Emília Máxima dos Santos
68530000,PA,Rio Maria,94,NE
30315600,MG,Belo Horizonte,31,Rua Grão Mogol
69906150,AC,Rio Branco,68,Via Chico Mendes
61880000,CE,Itaitinga,85,NE
8597953.0,NE,NE,NE,NE
84240000,PR,Piraí do Sul,42,NE
68503650,PA,Marabá,94,Travessa Aziz Mutran
23045740,RJ,Rio de Janeiro,21,Rua Tenente Xavier
84240000,PR,Piraí do Sul,42,NE
92700620,RS,Guaíba,51,Rua Celso Lopes
45470000,BA,Jiquiriçá,,NE
67130060,PA,Ananindeua,91,Travessa WE-06-A
67130060,PA,Ananindeua,91,Travessa WE-06-A
13482040,SP,Limeira,19,Rua Onésimo Simões Silva
57039646,AL,Maceió,82,Loteamento Paranhos
43805160,BA,Candeias,71,Rua Vinte e Um de Abril
13482040,SP,Limeira,19,Rua Onésimo Simões Silva
13482040,SP,Limeira,19,Rua Onésimo Simões Silva
69000000.0,NE,NE,NE,NE
37570000,MG,Ouro Fino,35,NE
14784315,SP,Barretos,17,Rua José Galati
69000000.0,NE,NE,NE,NE
98640000,RS,Crissiumal,,NE
27178400.0,NE,NE,NE,NE
68906124,AP,Macapá,96,Avenida Japão
75680000.0,NE,NE,NE,NE
75680000.0,NE,NE,NE,NE
60326335,CE,Fortaleza,85,Rua Doutor Pedro Herbster Menescal
86041390,PR,Londrina,43,Rua Seraphin de Almeida
86041390,PR,Londrina,43,Rua Seraphin de Almeida
36035210,MG,Juiz de Fora,32,Rua Professora Violeta Santos
12226292,SP,São José dos Campos,12,Rua Barroso
65040460,MA,São Luís,98,Estrada da Vitória
65040460,MA,São Luís,98,Estrada da Vitória
69088760,AM,Manaus,92,Rua Louvre
70040.0,NE,NE,NE,NE
70040.0,NE,NE,NE,NE
32685146,MG,Betim,31,Rua Manoel Mendes
32685146,MG,Betim,31,Rua Manoel Mendes
38413033,MG,Uberlândia,34,Rua dos Bacuris
4950000.0,NE,NE,NE,NE
13081210,SP,Campinas,19,Rua dos Caetés
13081210,SP,Campinas,19,Rua dos Caetés
13081210,SP,Campinas,19,Rua dos Caetés
54220100,PE,Jaboatão dos Guararapes,81,Rua José de Alencar
88200000,SC,Tijucas,,NE
59160625,RN,Parnamirim,84,Rua das Acácias
59160625,RN,Parnamirim,84,Rua das Acácias
99034560,RS,Passo Fundo,54,Rua Olegário Mariano
25250250,RJ,Duque de Caxias,21,Rua Vinte e Cinco de Agosto
89172000,SC,Pouso Redondo,,NE
65930000,MA,Açailândia,99,NE
13471030,SP,Americana,19,Rua Treze de Maio
13471030,SP,Americana,19,Rua Treze de Maio
40221225,BA,Salvador,71,Rua Santa Isabela
44530000,BA,Sapeaçu,,NE
27930045,RJ,Macaé,22,Rua Manoel Francisco Nunes
44530000,BA,Sapeaçu,,NE
27930045,RJ,Macaé,22,Rua Manoel Francisco Nunes
22795210,RJ,Rio de Janeiro,21,Rua Guernica
5093010.0,NE,NE,NE,NE
5093010.0,NE,NE,NE,NE
13481050,SP,Limeira,19,Rua Bento de Barros Franco
14750000,SP,Pitangueiras,,NE
13643013,SP,Pirassununga,19,Rua E07
13643013,SP,Pirassununga,19,Rua E07
3479070.0,NE,NE,NE,NE
3479070.0,NE,NE,NE,NE
70040.0,NE,NE,NE,NE
57304500,AL,Arapiraca,82,Praça Rozendo Vieira Lima
90250240,RS,Porto Alegre,51,Rua Acylino Reguera de Azevedo
90250240,RS,Porto Alegre,51,Rua Acylino Reguera de Azevedo
58040730,PB,João Pessoa,83,Rua Presidente Roosevelt
32641750,MG,Betim,31,Rua Vista Bela
32671750,MG,Betim,31,Rua Vinte e Cinco
57200000,AL,Penedo,82,NE
74490251,GO,Goiânia,62,Rua ELO22
72415203,DF,Brasília,61,Quadra Quadra 4 Conjunto C
87240000,PR,Terra Boa,44,NE
57025780,AL,Maceió,82,Rua Cassiano de Albuquerque
32260430,MG,Contagem,31,Rua Professor Santiago
79980000,MS,Mundo Novo,,NE
32260430,MG,Contagem,31,Rua Professor Santiago
38408720,MG,Uberlândia,34,Rua Vasco Mascia
38408720,MG,Uberlândia,34,Rua Vasco Mascia
28110000,RJ,Campos dos Goytacazes,22,NE
48370000,BA,Esplanada,75,NE
15061550,SP,São José do Rio Preto,17,Rua César Augusto Volpon
15061550,SP,São José do Rio Preto,17,Rua César Augusto Volpon
75689153,GO,Caldas Novas,64,Rua Ascelino Lopes de Moraes
75689153,GO,Caldas Novas,64,Rua Ascelino Lopes de Moraes
21061021,RJ,Rio de Janeiro,21,Avenida Itaóca
21061021,RJ,Rio de Janeiro,21,Avenida Itaóca
75702640,GO,Catalão,64,Rua Princesa Isabel
51021490,PE,Recife,81,Rua Padre Giordano
18057006,SP,Sorocaba,15,Rua João Roque de Oliveira
58993000,PB,Boa Ventura,,NE
78070656.0,NE,NE,NE,NE
25051200,RJ,Duque de Caxias,21,Rua Paraíso
8598453.0,NE,NE,NE,NE
39990000,MG,Águas Vermelhas,,NE
88306253,SC,Itajaí,47,Rua Lair Paulo
24934530,RJ,Maricá,21,Rua Miltaer Soares
30660585,MG,Belo Horizonte,31,Rua Edmon de Sousa Melo
88306253,SC,Itajaí,47,Rua Lair Paulo
30660585,MG,Belo Horizonte,31,Rua Edmon de Sousa Melo
30660585,MG,Belo Horizonte,31,Rua Edmon de Sousa Melo
43810235,BA,Candeias,71,Rua Desembargador Teixeira de Freitas
72255209,DF,Brasília,61,Quadra QNO 12 Área Especial I
79140009.0,NE,NE,NE,NE
25585152,RJ,São João de Meriti,21,Rua Palmares
43810235,BA,Candeias,71,Rua Desembargador Teixeira de Freitas
25585152,RJ,São João de Meriti,21,Rua Palmares
78195000,MT,Chapada dos Guimarães,,NE
78195000,MT,Chapada dos Guimarães,,NE
78195000,MT,Chapada dos Guimarães,,NE
78740620,MT,Rondonópolis,66,Alameda das Rosas
78740620,MT,Rondonópolis,66,Alameda das Rosas
60181812,CE,Fortaleza,85,Travessa Alice
78195000,MT,Chapada dos Guimarães,,NE
38400464,MG,Uberlândia,34,Avenida Araguari
57039770,AL,Maceió,82,Rua Filadélfia
57071570,AL,Maceió,82,Rua Campo Verde
98910000,RS,Três de Maio,55,NE
38660000,MG,Buritis,38,NE
38660000,MG,Buritis,38,NE
5364100.0,NE,NE,NE,NE
5364100.0,NE,NE,NE,NE
59112270,RN,Natal,84,Rua Grão Pará
45440000,BA,Nilo Peçanha,73,NE
42721810,BA,Lauro de Freitas,71,Avenida Professor Theócrito Batista
95840000,RS,Triunfo,51,NE
95059790,RS,Caxias do Sul,54,Rua Marcilio Machado da Silveira
6172370.0,NE,NE,NE,NE
95840000,RS,Triunfo,51,NE
45440000,BA,Nilo Peçanha,73,NE
13174570,SP,Sumaré,19,Rua José Antonio de Rissio
64216015,PI,Parnaíba,86,Travessa Genésio Pires II
74968495,GO,Aparecida de Goiânia,62,Rua Saint Tropez
74968495,GO,Aparecida de Goiânia,62,Rua Saint Tropez
26572370,RJ,Mesquita,21,Rua São Francisco de Assis
74968495,GO,Aparecida de Goiânia,62,Rua Saint Tropez
49400000,SE,Lagarto,79,NE
91450345,RS,Porto Alegre,51,Rua Ney da Gama Ahrends
91450345,RS,Porto Alegre,51,Rua Ney da Gama Ahrends
91450345,RS,Porto Alegre,51,Rua Ney da Gama Ahrends
73502000.0,NE,NE,NE,NE
31741580,MG,Belo Horizonte,31,Rua José Joaquim Duarte
39508000,MG,Jaíba,38,NE
39508000,MG,Jaíba,38,NE
21330525,RJ,Rio de Janeiro,21,Rua Pedro Moacir
85805010,PR,Cascavel,45,Rua Uruguai
13304395,SP,Itu,11,Rua Damião Valdevino da Silva
13304395,SP,Itu,11,Rua Damião Valdevino da Silva
37160000,MG,Campos Gerais,35,NE
14570000,SP,Buritizal,,NE
9280195.0,NE,NE,NE,NE
74343500,GO,Goiânia,62,Rua do Salmão
25965176,RJ,Teresópolis,21,Rua Doutor Oliveira
5756370.0,NE,NE,NE,NE
12236891,SP,São José dos Campos,12,Rua Aidê Josefa Andrade Diacov
26020247,RJ,Nova Iguaçu,21,Rua Alexandrina
89031490,SC,Blumenau,47,Rua Theodoro Lueders
57015530,AL,Maceió,82,Rua Jardim Boa Esperança
25900213,RJ,Magé,21,Rua das Araras
25900213,RJ,Magé,21,Rua das Araras
6867308.0,NE,NE,NE,NE
65032740,MA,São Luís,98,Rua Tancredo Neves
62620000,CE,Irauçuba,,NE
65138000,MA,Raposa,98,NE
79660000.0,NE,NE,NE,NE
37058010.0,NE,NE,NE,NE
84250000,PR,Imbaú,,NE
84250000,PR,Imbaú,,NE
37950000,MG,São Sebastião do Paraíso,,NE
4851502.0,NE,NE,NE,NE
4851502.0,NE,NE,NE,NE
57014516,AL,Maceió,82,Rua Dona Áurea Carvalho
37950000,MG,São Sebastião do Paraíso,,NE
65800000,MA,Balsas,99,NE
57039770,AL,Maceió,82,Rua Filadélfia
57039770,AL,Maceió,82,Rua Filadélfia
65930000,MA,Açailândia,99,NE
65930000,MA,Açailândia,99,NE
65930000,MA,Açailândia,99,NE
58417188,PB,Campina Grande,83,1ª Travessa Maria Lucena Barbosa
29100650,ES,Vila Velha,27,Avenida Henrique Moscoso
20511270,RJ,Rio de Janeiro,21,Rua Dona Delfina
71065310,DF,Brasília,61,Quadra QI 31
71065310,DF,Brasília,61,Quadra QI 31
13181634,SP,Sumaré,19,Rua Rosa Mariano do Prado
79390000,MS,Bodoquena,,NE
44088390,BA,Feira de Santana,75,Rua Rio Purus
